"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","url","categoryName"
"TWG | energetický certifikát a rekuperácia","5","179","Rosinská cesta 15/A","Žilina",,"SK","https://www.twg.sk/?utm_source=google&utm_medium=organic&utm_campaign=businessprofile","+421 911 640 055","Energetické zariadenia a riešenia","Stavebný konzultant","Stavebný inžinier","Energetické poradenstvo","Dodávateľ vzduchotechniky",,,,,,"https://www.google.com/maps/search/?api=1&query=TWG%20%7C%20energetick%C3%BD%20certifik%C3%A1t%20a%20rekuper%C3%A1cia&query_place_id=ChIJ16eB61FZFEcRlhHTRrv8VRg","Energetické zariadenia a riešenia"
"Rekuperácia na mieru.sk","5","28","Miestneho Priemyslu 1140","Námestovo",,"SK","http://www.klimavent.sk/","+421 911 258 909","Dodávateľ klimatizácií",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rekuper%C3%A1cia%20na%20mieru.sk&query_place_id=ChIJZUnmxQu_FUcRZwEqoEEAfI0","Dodávateľ klimatizácií"
"EQUINOX, s.r.o.","4.9","146","Kremnička 3","Banská Bystrica",,"SK","http://www.equinox.sk/","+421 905 753 753","Dodávateľ zariadení pre kúrenárov","Dodávateľ klimatizácií","Dodávateľ teplovodných systémov",,,,,,,,"https://www.google.com/maps/search/?api=1&query=EQUINOX%2C%20s.r.o.&query_place_id=ChIJweeph9M9FUcRLri8yDKNAYw","Dodávateľ zariadení pre kúrenárov"
"Centrálne vysávače a rekuperácia BEZPRACHU","5","7","Veľký Lapáš 817, Veľký Lapáš","Veľký Lapáš",,"SK","https://www.bezprachu.sk/","+421 902 863 436","Dodávateľ vysávacích systémov","Firemná kancelária","Dodávateľ priemyselných vysávačov a príslušenstva","Obchod s vysávačmi",,,,,,,"https://www.google.com/maps/search/?api=1&query=Centr%C3%A1lne%20vys%C3%A1va%C4%8De%20a%20rekuper%C3%A1cia%20BEZPRACHU&query_place_id=ChIJr7GI_Oowa0cRb-WWpnLslkE","Dodávateľ vysávacích systémov"
"Rekuperácia",,,"Senecká cesta","Ivanka pri Dunaji",,"SK","https://a-rekuperacia.sk/obchodne-podmienky.html","+421 2 16 877","Dodávateľ klimatizácií",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rekuper%C3%A1cia&query_place_id=ChIJK_xBXoWPbEcRR65d5SOD9no","Dodávateľ klimatizácií"
"Norbert Donovan - Klimatizácie - Predaj a montáž",,,"Kamenica nad Hronom 173","Kamenica nad Hronom",,"SK","http://www.smidiservice.sk/","+421 915 441 670","Dodávateľ klimatizácií",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Norbert%20Donovan%20-%20Klimatiz%C3%A1cie%20-%20Predaj%20a%20mont%C3%A1%C5%BE&query_place_id=ChIJ9zr6bZ2LakcRmtAEcoFp3VI","Dodávateľ klimatizácií"
"KlimaComfort","5","2","Radvanská cesta 128","Marcelová",,"SK","https://www.klimacomfort.sk/","+421 910 951 211","Dodávateľ klimatizácií",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=KlimaComfort&query_place_id=ChIJxaGGFjwb8WER6S1j-NTOI5I","Dodávateľ klimatizácií"
"Chcemklimu - KLIMATIZÁCIE predaj a montáž","5","41","Gavlovičova 3083/3","Trnava",,"SK","http://www.chcemklimu.sk/","+421 904 622 857","Dodávateľ klimatizácií","Dodávateľ klimatizačných systémov",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Chcemklimu%20-%20KLIMATIZ%C3%81CIE%20predaj%20a%20mont%C3%A1%C5%BE&query_place_id=ChIJ8y8r1o2gbEcRKMFDBLwhZC0","Dodávateľ klimatizácií"
"KlimaNR","4.8","33","Jókaiho 6","Štitáre",,"SK","http://www.klimanr.sk/","+421 907 343 582","Dodávateľ klimatizácií",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=KlimaNR&query_place_id=ChIJEyIjxGY5a0cRbzY8U1CewnA","Dodávateľ klimatizácií"
"Klimatizácie a Tepelné čerpadlá Levice Klima","5","30","Vínna 6","Levice",,"SK","https://levice-klima.sk/","+421 950 580 490","Dodávateľ klimatizácií","Obchod s klimatizáciami","Oprava klimatizačných zariadení","Dodávateľ klimatizačných systémov",,,,,,,"https://www.google.com/maps/search/?api=1&query=Klimatiz%C3%A1cie%20a%20Tepeln%C3%A9%20%C4%8Derpadl%C3%A1%20Levice%20Klima&query_place_id=ChIJT7YmPuXdakcRLYN8-el0Q9s","Dodávateľ klimatizácií"
"KLIMA Komárno","4","1",,,,,"http://www.danielservis.sk/","+421 905 425 425","Dodávateľ klimatizácií","Service establishment","Obchod s vykurovacími zariadeniami","Solárna fotovoltaická elektráreň",,,,,,,"https://www.google.com/maps/search/?api=1&query=KLIMA%20Kom%C3%A1rno&query_place_id=ChIJ_6uaKG1RakcRHr9iTP9me14","Dodávateľ klimatizácií"
"ICEBERG LEVICE, s.r.o.","5","185","Milana Rastislava Štefánika 1","Levice",,"SK","http://www.klimatizacielevice.sk/","+421 910 567 898","Dodávateľ klimatizácií","Obchod s klimatizáciami",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ICEBERG%20LEVICE%2C%20s.r.o.&query_place_id=ChIJf-qxutzdakcRmWvTNbsKliU","Dodávateľ klimatizácií"
"MASTERKLIMA | Klimatizácie, tepelné čerpadlá, predaj, montáž a servis","5","137","Nezábudková 471/8","Dunajská Streda",,"SK","https://www.masterklima.sk/","+421 949 057 616","Dodávateľ klimatizácií","Dodávateľ klimatizačných systémov","Dodávateľ vzduchotechniky","Dodávateľ čerpadiel",,,,,,,"https://www.google.com/maps/search/?api=1&query=MASTERKLIMA%20%7C%20Klimatiz%C3%A1cie%2C%20tepeln%C3%A9%20%C4%8Derpadl%C3%A1%2C%20predaj%2C%20mont%C3%A1%C5%BE%20a%20servis&query_place_id=ChIJ02p3dseEoEoRiQJ6gg4EGKc","Dodávateľ klimatizácií"
"KlimaSmile","5","88","Kozárovce 1020, Kozárovce","Kozárovce",,"SK","http://www.klimasmile.sk/","+421 907 616 669","Dodávateľ klimatizácií","Oprava klimatizačných zariadení","Obchod s klimatizáciami","Dodávateľ vzduchotechniky",,,,,,,"https://www.google.com/maps/search/?api=1&query=KlimaSmile&query_place_id=ChIJK-AiI_DXakcR5i2JaJsBQmU","Dodávateľ klimatizácií"
"Klimatizácie - západ s. r. o.","5","22","Sotinská 1474/13","Senica",,"SK","http://klimatizacie-zapad.sk/","+421 918 400 770","Dodávateľ klimatizácií","Oprava klimatizačných zariadení","Obchod s klimatizáciami","Energetické zariadenia a riešenia","Dodávateľ vzduchotechniky",,,,,,"https://www.google.com/maps/search/?api=1&query=Klimatiz%C3%A1cie%20-%20z%C3%A1pad%20s.%20r.%20o.&query_place_id=ChIJ5dtd4Oy1bEcR92S-XKTwO9M","Dodávateľ klimatizácií"
"Klimy.net - montáž a dodávka klimatizácií","4.9","125","Koprivnická 3083/1B","Dúbravka",,"SK","http://www.klimy.net/","+421 911 984 449","Dodávateľ klimatizácií",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Klimy.net%20-%20mont%C3%A1%C5%BE%20a%20dod%C3%A1vka%20klimatiz%C3%A1ci%C3%AD&query_place_id=ChIJC55SjS6JbEcRsu3sQLWg3jE","Dodávateľ klimatizácií"
"klimazm s.r.o.","5","134","Lipová 470/105","Topoľčianky",,"SK","https://www.klimazm.sk/","+421 911 558 881","Dodávateľ klimatizácií",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=klimazm%20s.r.o.&query_place_id=ChIJGxjvGHMva0cRijSjctKPkGA","Dodávateľ klimatizácií"
"Kupsiklimu.sk","5","3","Železničná 1383/20","Hurbanovo",,"SK","https://www.kupsiklimu.sk/","+421 905 811 101","Dodávateľ klimatizácií",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kupsiklimu.sk&query_place_id=ChIJccpu11ura0cRelgzZ2tWGMI","Dodávateľ klimatizácií"
"Plynar Bratislava - Teššik Milan","4.8","18","Rezedová 579/3","Ružinov",,"SK","http://www.plynar-bratislava.sk/","+421 904 605 080","Plynoinštalatér",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Plynar%20Bratislava%20-%20Te%C5%A1%C5%A1ik%20Milan&query_place_id=ChIJo7HCmtSIbEcR-FG9IEnQ2-0","Plynoinštalatér"
"Plynár - Hodinový Manžel ®","5","45",,,,,"https://www.superplynar.sk/","+421 2/222 003 66","Služba inštalácie plynu","Service establishment",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Plyn%C3%A1r%20-%20Hodinov%C3%BD%20Man%C5%BEel%20%C2%AE&query_place_id=ChIJq0BhGXWPbEcRF7c8m71-rTE","Služba inštalácie plynu"
"MM- Voda-Plyn-Kúrenie","5","22","Blagoevova 2673/2","Petržalka",,"SK","https://www.vodaplynkurenie.sk/","+421 911 925 834","Remeslá",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=MM-%20Voda-Plyn-K%C3%BArenie&query_place_id=ChIJKat9W6qJbEcRwAd6ytXgt70","Remeslá"
"Stanislav Valent - montáž UK a plyn s.r.o.","4","5","Senická cesta 4606","Banská Bystrica",,"SK","https://plyn-servis.wixsite.com/main","+421 903 117 335","Servis vykurovacích zariadení",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Stanislav%20Valent%20-%20mont%C3%A1%C5%BE%20UK%20a%20plyn%20s.r.o.&query_place_id=ChIJb-kO2ekVFUcRq7ZEcqf_asc","Servis vykurovacích zariadení"
"Voda, plyn, kúrenie Banská Bystrica","5","1","Stavebná 3638","Banská Bystrica",,"SK","https://www.voda-plyn-kurenie-bb.sk/","+421 48/290 17 64","Plynárenská spoločnosť",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Voda%2C%20plyn%2C%20k%C3%BArenie%20Bansk%C3%A1%20Bystrica&query_place_id=ChIJvfX8EPoVFUcRXGmZlhO7ecM","Plynárenská spoločnosť"
"Ján Kittler - Váš plynár","5","3",,,,,"http://www.vasplynar.sk/","+421 903 121 591","Plynoinštalatér","Service establishment",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=J%C3%A1n%20Kittler%20-%20V%C3%A1%C5%A1%20plyn%C3%A1r&query_place_id=ChIJRTv1h5mJbEcRFsg340s2d6I","Plynoinštalatér"
"Plynár Bratislava",,,"Karpatské námestie","Rača",,"SK","https://www.plynarba.sk/","+421 800 939 999",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Plyn%C3%A1r%20Bratislava&query_place_id=ChIJJcWXchWObEcRQ2jPN8ZFjzY",
"Tipeko, spol. S R.o.","3.7","3","Golianovo 39, Golianovo","Golianovo",,"SK",,"+421 37/652 88 81",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Tipeko%2C%20spol.%20S%20R.o.&query_place_id=ChIJ6W1TgQM9a0cRwvy9gXABx-A",
"Plynári s. r. o.",,,"Hroncova 3","Košice I",,"SK",,"+421 905 438 493","Kúrenárske práce",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Plyn%C3%A1ri%20s.%20r.%20o.&query_place_id=ChIJcUlLhtPhPkcRHUodLQRyCxk","Kúrenárske práce"
"Plynári s. r. o.",,,"Hroncova 17","Košice",,"SK","https://plynari3.webnode.sk/","+421 911 830 286",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Plyn%C3%A1ri%20s.%20r.%20o.&query_place_id=ChIJ63YS_ljgPkcRQR-BoJ4sLz0",
"K+T Predaj LPG","3","3","Cintorínska 664","Rimavská Sobota",,"SK",,"+421 47/563 11 49","Dodávateľ plynových bômb",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=K%2BT%20Predaj%20LPG&query_place_id=ChIJiXVCDzCNP0cRz5EaPDh1cCY","Dodávateľ plynových bômb"
"Gabriel Rückschloss Montáž Plynu",,,"Štefana Krčméryho 202","Banská Štiavnica",,"SK",,"+421 45/692 92 58","Plynárenská spoločnosť",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Gabriel%20R%C3%BCckschloss%20Mont%C3%A1%C5%BE%20Plynu&query_place_id=ChIJ6WfEJNfMakcRg2XT5PC56lM","Plynárenská spoločnosť"
"VODA | PLYN | KÚRENIE | Water-therm - Miloš Beluský","5","25",,,,,"https://watertherm.sk/","+421 905 267 487","Vodoinštalatér","Service establishment","Plynoinštalatér","Kúrenárske práce",,,,,,,"https://www.google.com/maps/search/?api=1&query=VODA%20%7C%20PLYN%20%7C%20K%C3%9ARENIE%20%7C%20Water-therm%20-%20Milo%C5%A1%20Belusk%C3%BD&query_place_id=ChIJx40HyryNbEcR5qgpRMgc3VI","Vodoinštalatér"
"Križan Andrej - TOP podlahár","4.2","5","Pavla Országha Hviezdoslava 2306","Topoľčany",,"SK",,"+421 908 601 572","Obchod s podlahovými krytinami",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kri%C5%BEan%20Andrej%20-%20TOP%20podlah%C3%A1r&query_place_id=ChIJd-I8UqhKa0cRSVZC1cuvp-M","Obchod s podlahovými krytinami"
"Podlahári Kollári","5","2","Hoste 10, Hoste","Hoste",,"SK",,"+421 950 698 476","Podlahárske práce",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Podlah%C3%A1ri%20Koll%C3%A1ri&query_place_id=ChIJbwvZk3Zha0cREFSZtso4tKo","Podlahárske práce"
"Podlahar-chupo","5","1","Armádna 9","Kubrá, Trenčín",,"SK","http://www.podlahar-chupo.sk/","+421 907 319 861","Podlahárske práce",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Podlahar-chupo&query_place_id=ChIJ-488ya2jFEcRnGZibckbeao","Podlahárske práce"
"Kvalitné podlahy Žilina","4.5","60","OC IDEA, Kamenná 3","Žilina",,"SK","http://www.kvalitne-podlahy.sk/","+421 903 506 518","Obchod s podlahovými krytinami","Predajňa dverí","Dodávateľ dverí","Dodávateľ interiérov","Interiérové štúdio","Obchod s internetovými produktmi a službami","Dodávateľ drevených a laminátových podláh","Pokladanie drevených podlahových krytín",,,"https://www.google.com/maps/search/?api=1&query=Kvalitn%C3%A9%20podlahy%20%C5%BDilina&query_place_id=ChIJO5lSMMZeFEcRnKyCCIgmmI0","Obchod s podlahovými krytinami"
"Anton Budzák - Majster podlahár","5","2","Štefana Hozu 1578/24","Smižany",,"SK","http://www.facebook.com/majster.podlahar","+421 903 127 081","Podlahárske práce",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Anton%20Budz%C3%A1k%20-%20Majster%20podlah%C3%A1r&query_place_id=ChIJp5pN-M5JPkcRLjGcSj3Ohz4","Podlahárske práce"
"Najlacnejšie podlahy","5","247","Námestie Vajanského 12","Banská Bystrica",,"SK","https://www.najlacnejsiepodlahy.sk/","+421 940 515 715","Nákupné centrum",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Najlacnej%C5%A1ie%20podlahy&query_place_id=ChIJQT59YfA9FUcRPkcTA_5D11E","Nákupné centrum"
"PODLAHY - MEGA Parket s.r.o.","4.8","46","Račianske mýto 1","Bratislava",,"SK","http://www.kupsipodlahu.sk/","+421 903 290 890","Obchod",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=PODLAHY%20-%20MEGA%20Parket%20s.r.o.&query_place_id=ChIJK_U8Jk2JbEcRVb4jlpK1vik","Obchod"
"Parkety, podlaha Košice - Jiří Nedviď","5","3","Trieda SNP 478","Košice - mestská časť Západ",,"SK","http://www.parketynedvid.sk/","+421 55/233 37 77","Profesionálne služby",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Parkety%2C%20podlaha%20Ko%C5%A1ice%20-%20Ji%C5%99%C3%AD%20Nedvi%C4%8F&query_place_id=ChIJD7j_-0DgPkcR0EzL0rRzs44","Profesionálne služby"
"PARKETT STORE, s.r.o.","4.7","181","Kopčianska 29","Petržalka",,"SK","http://www.parkettstore.sk/","+421 948 987 808","Obchod s podlahovými krytinami",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=PARKETT%20STORE%2C%20s.r.o.&query_place_id=ChIJZc-vaZqJbEcRkxAFKcbtYkI","Obchod s podlahovými krytinami"
"ProPodlahy, s.r.o.","4.4","23","Štefánikova 4882/8","Poprad",,"SK","http://www.propodlahy.sk/","+421 904 192 550","Obchod s podlahovými krytinami","Podlahárske práce",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ProPodlahy%2C%20s.r.o.&query_place_id=ChIJQa_FrMk6PkcROnNH4CQvbAg","Obchod s podlahovými krytinami"
"Uniparkett","4.5","21","Fiľakovská cesta 288","Priemyselný obvod I, Lučenec",,"SK","http://www.uniparkett.sk/","+421 47/432 05 33","Stavebniny",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Uniparkett&query_place_id=ChIJPVBNOYv4P0cRNBQWO_Iv3DA","Stavebniny"
"Marek Lastovička - interiérové podlahy a zámková dlažba","4.9","39","Rovná 2","Trnava",,"SK","http://www.facebook.com/dlazbalastovicka","+421 948 867 310","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Marek%20Lastovi%C4%8Dka%20-%20interi%C3%A9rov%C3%A9%20podlahy%20a%20z%C3%A1mkov%C3%A1%20dla%C5%BEba&query_place_id=ChIJW3gu866hbEcR8FwZkvKk0EA","Stavebná firma"
"SVET DREVA s.r.o.","4.9","107","Alexandrov Dvor 601","Báb",,"SK","http://www.svetdreva.sk/","+421 904 140 510","Obchod s podlahovými krytinami","Dodávateľ dverí","Dodávateľ plotov","Podlahárske práce","Dodávateľ líšt","Dodávateľ schodov","Pokladanie drevených podlahových krytín",,,,"https://www.google.com/maps/search/?api=1&query=SVET%20DREVA%20s.r.o.&query_place_id=ChIJt5YxZOo-a0cRWBEtFgwUtXU","Obchod s podlahovými krytinami"
"COLOUR - WOOD, s.r.o.","4.5","45","Petöfiho 1175/18","Nové Zámky",,"SK","http://www.colourwood.sk/","+421 35/642 01 88","Obchod s podlahovými krytinami","Dodávateľ dverí","Podlahárske práce",,,,,,,,"https://www.google.com/maps/search/?api=1&query=COLOUR%20-%20WOOD%2C%20s.r.o.&query_place_id=ChIJWzNifK4Ga0cR5RMVMmYwsN0","Obchod s podlahovými krytinami"
"KOBERCE a Podlahy","4.8","46","Námestie Eleny Maróthy Šoltésovej 2221/8","Levice",,"SK","https://www.koberceapodlahy.sk/","+421 36/631 04 02","Obchod s kobercami","Obchod s podlahovými krytinami","Obchod s matracmi","Obchod s tapetami",,,,,,,"https://www.google.com/maps/search/?api=1&query=KOBERCE%20a%20Podlahy&query_place_id=ChIJgQw2pE3cakcRK097PkOQnNg","Obchod s kobercami"
"DKP market","4.8","100","Murgašova 1165/10","Nitra",,"SK","http://www.dkpmarket.sk/","+421 37/741 01 12","Dodávateľ stavebných potrieb","Dodávateľ stavebných materiálov","Veľkoobchodný predaj","Predajňa dverí","Podlahárske práce","Obchod s podlahovými krytinami","Veľkoobchodná predajňa","Pokladanie drevených podlahových krytín",,,"https://www.google.com/maps/search/?api=1&query=DKP%20market&query_place_id=ChIJW_kGSxc_a0cRYQOwmYcRMyU","Dodávateľ stavebných potrieb"
"Parkety Vráble","5","11","Žitavská 153/33","Vráble",,"SK","https://parketyvrable.sk/","+421 911 936 898","Obchod","Interiérové štúdio",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Parkety%20Vr%C3%A1ble&query_place_id=ChIJqX793XQja0cRhajziz9GQnk","Obchod"
"PROMO PODLAHY","5","19","OC Datas, mestská časť Západ SK, Toryská 780/3","Košice - mestská časť Západ",,"SK","http://www.promopodlahy.sk/","+421 910 100 130","Obchod s podlahovými krytinami",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=PROMO%20PODLAHY&query_place_id=ChIJYY_FMIDhPkcROlHTnOF7tpw","Obchod s podlahovými krytinami"
"Zetfloor","5","16","Gen. M. R. Štefánika 423/86","Trenčín",,"SK","https://www.zetfloor.sk/","+421 918 761 085","Podlahárske práce",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Zetfloor&query_place_id=ChIJmxxbnR2jFEcRyO2BDhtOA8s","Podlahárske práce"
"AAA Pokládka podláh Bratislava","5","3","Námestie SNP 23","Bratislava",,"SK","https://www.montazabruseniepodlah.sk/","+421 944 482 511","Pokladanie drevených podlahových krytín",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=AAA%20Pokl%C3%A1dka%20podl%C3%A1h%20Bratislava&query_place_id=ChIJUY7hF1eJbEcRpD73G7ayFis","Pokladanie drevených podlahových krytín"
"PARKETT MANN, s.r.o.","4.6","152","Mikovíniho 11","Trnava",,"SK","http://www.parkettmann.sk/","+421 33/553 34 95","Obchod s podlahovými krytinami",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=PARKETT%20MANN%2C%20s.r.o.&query_place_id=ChIJq8jMBI5fa0cRDNyRu9ydzCY","Obchod s podlahovými krytinami"
"FILo Dvere a podlahy","4.2","22","Novozámocká 166","Dolné Krškany, Nitra",,"SK","http://www.dverenitra.sk/","+421 37/651 27 56","Interiérové štúdio",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=FILo%20Dvere%20a%20podlahy&query_place_id=ChIJmTIMwmw-a0cRBaxmM0X2Mzo","Interiérové štúdio"
"PAUMAR s.r.o.","4.9","16","Lipový rad 1428","Marcelová",,"SK","https://paumar.sk/",,"Obchod s vykurovacími zariadeniami",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=PAUMAR%20s.r.o.&query_place_id=ChIJT-M5zuFTakcRT8Alf4ulsaI","Obchod s vykurovacími zariadeniami"
"Podlahy SOLIDWAY Žilina","4.6","66","Štrková 1238/23A","Žilina",,"SK","http://www.solidway.sk/","+421 41/285 81 37","Obchod s podlahovými krytinami","Podlahárske práce",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Podlahy%20SOLIDWAY%20%C5%BDilina&query_place_id=ChIJrxKUv7FeFEcRaSp89e56dOs","Obchod s podlahovými krytinami"
"TOŠIPARKET - Parkety, dvere, šatníky","4.3","32","Jesenského 645/4","Šaľa",,"SK","https://www.tosiparket.sk/","+421 908 065 029","Podlahárske práce","Dodávateľ dverí","Obchod s podlahovými krytinami","Pokladanie drevených podlahových krytín",,,,,,,"https://www.google.com/maps/search/?api=1&query=TO%C5%A0IPARKET%20-%20Parkety%2C%20dvere%2C%20%C5%A1atn%C3%ADky&query_place_id=ChIJxXqiAw5ta0cRMFQV6_vyHqs","Podlahárske práce"
"Podlahové centrum Vestigia","5","3","Križovatka 1808/12A","Banská Štiavnica",,"SK",,"+421 917 366 705","Podlahárske práce",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Podlahov%C3%A9%20centrum%20Vestigia&query_place_id=ChIJceBsHA3ZakcRVz126iJOP3I","Podlahárske práce"
"PARKETT MANN, s.r.o.","4.9","146","Bystrická ulica, 1737","Žarnovica",,"SK","https://www.parkettmann.sk/","+421 902 907 979","Obchod","Obchod s podlahovými krytinami",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=PARKETT%20MANN%2C%20s.r.o.&query_place_id=ChIJ-2h2WE4rFUcRLDiQgESRHnU","Obchod"
"PARKETÁRI-Brúsenie Parkiet Bratislava","4.7","22","Záleská cesta 19","Malinovo",,"SK","http://www.brusenieparkiet-bratislava.sk/","+421 910 133 482","Podlahárske práce",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=PARKET%C3%81RI-Br%C3%BAsenie%20Parkiet%20Bratislava&query_place_id=ChIJGQ4akneFbEcRPNMc0fvTTo0","Podlahárske práce"
"Brúsenie, lakovanie parkiet","4.6","11","Tomášovská 10","Malinovo",,"SK","http://www.foxparkety.sk/","+421 948 450 115","Podlahárske práce",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Br%C3%BAsenie%2C%20lakovanie%20parkiet&query_place_id=ChIJFdvHT0CEbEcRQPl_ZSf0agk","Podlahárske práce"
"Z-PARKETY","4.9","9","Doktora Adámyho 1630/56","Beluša",,"SK","http://www.z-parkety.sk/","+421 903 955 692","Podlahárske práce",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Z-PARKETY&query_place_id=ChIJq0E_7aOPFEcRAvrBwkBez2M","Podlahárske práce"
"Madax, s.r.o.","4.8","16","Obrancov Mieru 17","Košice",,"SK",,"+421 908 108 177","Podlahárske práce",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Madax%2C%20s.r.o.&query_place_id=ChIJj16o5-zmPkcRoTdqGQkXrLA","Podlahárske práce"
